GRIDCODE,LONG,LATITUDE,Huso,POB,UTMX,UTMY,UTMZ
408313,-99.97059,25.314031,6,0,2703321.77420,1475649.06160,14
408314,-99.94065,25.313643,6,543,2706321.77420,1475649.06160,14
408315,-99.91071,25.313249,6,106,2709321.77420,1475649.06160,14
408316,-99.880771,25.31285,6,14,2712321.77420,1475649.06160,14
408317,-99.850832,25.312445,6,142,2715321.77420,1475649.06160,14
408318,-99.820893,25.312034,6,141,2718321.77420,1475649.06160,14
408319,-99.790954,25.311618,6,11,2721321.77420,1475649.06160,14
408320,-99.761015,25.311196,6,6,2724321.77420,1475649.06160,14
408321,-99.731077,25.310768,6,507,2727321.77420,1475649.06160,14
408322,-99.701139,25.310335,6,6,2730321.77420,1475649.06160,14
408323,-99.671201,25.309896,6,6,2733321.77420,1475649.06160,14
408324,-99.641263,25.309451,6,0,2736321.77420,1475649.06160,14
409334,-101.108221,25.351779,6,0,2589321.77420,1478649.06160,14
